#Re    B    Pr    Pe    BPe    t    uh_rms    vortz_rms    wrms    tdisp    mdisp    eta (local)    eta (global)    lam wrms    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    turb wrms    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    vlam    vturb    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    trms    lam trms    turb trms    lam trms wght    turb trms wght    lam trms eff wght    turb trms eff wght    bflux    lam bflux    turb bflux    lam bflux wght    turb bflux wght    lam bflux eff wght    turb bflux eff wght    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.1308e+01    2.9767e+00    3.6235e+00    4.1794e-05    1.9274e-08    1.3130e+01    2.6072e-06    1.4679e-08    4.2562e-05    1.8091e-08    5.8927e+00    4.0713e-06    3.0700e-08    4.1252e-05    2.0095e-08    1.8154e+01    1.0143e-07    1.1069e-08    4.0974e-01    5.9026e-01    4.1984e-05    3.5531e-05    1.4104e-05    1.1936e-05    1.3492e-05    1.4227e-05    1.2957e-05    1.2744e-05    1.0830e-05    4.2814e-06    3.6381e-06    2.8835e-09    2.7915e-09    2.9457e-09    2.3468e-09    2.1736e-09    7.8838e-10    7.3020e-10    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.3360e+01    2.9289e+00    3.3554e+00    1.8406e-04    4.4527e-07    1.1259e+01    1.7823e-05    3.9549e-07    2.2153e-04    5.8531e-07    4.8395e+00    2.7350e-05    1.2094e-06    1.5114e-04    3.4362e-07    1.5918e+01    2.3034e-06    2.1587e-07    4.2056e-01    5.7944e-01    2.1188e-04    1.1925e-04    7.2339e-05    4.0714e-05    6.2697e-05    7.4612e-05    5.2379e-05    7.1474e-05    3.9691e-05    2.4403e-05    1.3551e-05    4.9943e-08    6.7482e-08    3.1615e-08    6.6257e-08    2.2195e-08    2.2621e-08    7.5780e-09    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.5246e+01    3.0712e+00    3.3025e+00    2.0081e-03    3.1046e-05    1.0908e+01    3.9120e-04    2.8461e-05    1.9985e-03    3.7290e-05    4.6649e+00    5.5982e-04    7.9932e-05    2.0154e-03    2.6196e-05    1.5757e+01    1.6880e-04    1.6625e-05    4.3715e-01    5.6285e-01    2.0889e-03    1.8890e-03    6.8015e-04    6.1507e-04    5.0452e-04    4.9432e-04    5.1230e-04    5.2060e-04    4.7584e-04    1.6951e-04    1.5494e-04    1.0016e-05    9.2676e-06    1.0560e-05    1.0762e-05    9.8228e-06    3.5043e-06    3.1984e-06    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.7011e+01    3.2375e+00    3.3033e+00    2.5630e-02    4.4667e-03    1.1331e+01    1.4480e-02    3.9264e-03    2.9217e-02    7.2697e-03    5.1096e+00    1.9996e-02    1.4028e-02    2.2436e-02    2.2797e-03    1.6186e+01    7.8309e-03    1.4065e-03    4.3827e-01    5.6173e-01    2.8390e-02    1.9412e-02    8.7691e-03    5.9960e-03    4.9541e-03    5.7661e-03    4.2131e-03    5.9074e-03    3.5351e-03    1.8247e-03    1.0919e-03    1.3404e-03    1.5432e-03    1.1578e-03    1.3399e-03    9.8148e-04    4.1387e-04    3.0316e-04    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.8700e+01    3.5077e+00    3.4012e+00    7.1632e-02    3.5218e-02    1.4331e+01    5.1703e-02    2.3985e-02    6.6175e-02    3.8352e-02    7.4884e+00    6.6932e-02    4.8720e-02    7.6275e-02    3.2356e-02    2.0581e+01    3.1986e-02    1.5478e-02    4.7734e-01    5.2266e-01    6.5600e-02    1.2813e-01    1.8702e-02    3.6529e-02    2.0793e-02    2.1133e-02    2.0478e-02    2.1695e-02    2.6163e-02    6.1851e-03    7.4586e-03    8.3816e-03    7.0800e-03    9.4144e-03    7.0604e-03    1.5338e-02    2.0128e-03    4.3726e-03    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.0085e+01    3.5356e+00    3.5309e+00    1.4098e-01    1.5733e-01    1.9953e+01    1.1476e-01    7.3088e-02    1.3288e-01    1.7073e-01    1.0195e+01    1.4760e-01    1.4345e-01    1.4851e-01    1.4415e-01    2.9549e+01    6.8525e-02    4.6515e-02    4.9582e-01    5.0418e-01    1.3628e-01    2.9747e-01    3.8546e-02    8.4137e-02    5.6308e-02    6.0501e-02    5.1855e-02    6.4886e-02    9.0178e-02    1.8353e-02    2.5506e-02    3.3240e-02    2.9591e-02    3.6475e-02    3.0133e-02    8.1053e-02    8.5228e-03    2.2925e-02    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.1427e+01    3.7276e+00    3.8514e+00    2.5923e-01    4.4761e-01    3.3690e+01    2.0051e-01    1.1728e-01    2.5227e-01    4.9858e-01    2.0628e+01    2.5342e-01    1.9465e-01    2.6565e-01    3.9934e-01    4.6060e+01    1.3213e-01    7.9782e-02    4.8641e-01    5.1359e-01    2.4937e-01    3.5704e-01    6.6898e-02    9.5784e-02    1.0975e-01    1.1447e-01    1.0508e-01    1.1529e-01    1.2135e-01    3.0928e-02    3.2554e-02    6.4995e-02    6.2592e-02    6.7192e-02    5.7687e-02    8.9557e-02    1.5476e-02    2.4026e-02    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.2534e+01    3.9722e+00    5.1473e+00    5.6395e-01    1.6101e+00    8.0384e+01    2.6975e-01    1.6687e-01    4.8861e-01    1.6611e+00    4.3831e+01    3.3873e-01    2.7483e-01    6.1699e-01    1.5698e+00    1.0926e+02    1.9903e-01    1.2563e-01    4.4129e-01    5.5871e-01    4.7253e-01    9.0774e-01    1.1896e-01    2.2852e-01    1.9698e-01    1.9603e-01    1.9773e-01    1.9136e-01    2.5463e-01    4.8176e-02    6.4102e-02    2.1819e-01    1.8360e-01    2.4203e-01    1.7833e-01    4.0480e-01    4.4894e-02    1.0191e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.3439e+01    3.9123e+00    7.8167e+00    7.9886e-01    3.5511e+00    2.1306e+02    3.2265e-01    1.4286e-01    6.3928e-01    3.1394e+00    7.8406e+01    4.0071e-01    2.8592e-01    9.0079e-01    3.8618e+00    3.1469e+02    2.4797e-01    1.0930e-01    4.3013e-01    5.6987e-01    6.1369e-01    1.3840e+00    1.5686e-01    3.5376e-01    2.6223e-01    2.4860e-01    2.7206e-01    2.5463e-01    3.4481e-01    6.5085e-02    8.8134e-02    3.1839e-01    2.4458e-01    3.6433e-01    2.3644e-01    5.7626e-01    6.0436e-02    1.4730e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.4265e+01    3.7390e+00    1.0776e+01    8.2924e-01    5.9100e+00    3.7923e+02    3.3552e-01    1.3483e-01    6.5099e-01    4.7496e+00    1.1415e+02    4.3056e-01    2.9383e-01    9.1752e-01    6.5882e+00    5.3416e+02    2.6462e-01    1.0980e-01    3.6886e-01    6.3114e-01    6.1631e-01    1.3166e+00    1.6484e-01    3.5212e-01    3.4115e-01    3.1414e-01    3.5599e-01    3.1460e-01    4.2169e-01    8.4141e-02    1.1278e-01    3.9176e-01    2.9591e-01    4.3817e-01    2.7455e-01    6.4223e-01    7.3430e-02    1.7177e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.5116e+01    3.6511e+00    1.0716e+01    7.2834e-01    6.8041e+00    3.6447e+02    3.4651e-01    1.5732e-01    5.9815e-01    5.8614e+00    1.2980e+02    4.4479e-01    3.1109e-01    7.8065e-01    7.2350e+00    4.7174e+02    2.9073e-01    1.3297e-01    3.1371e-01    6.8629e-01    5.7991e-01    1.0868e+00    1.5883e-01    2.9766e-01    3.5088e-01    3.3592e-01    3.5751e-01    3.3570e-01    3.6732e-01    9.1944e-02    1.0060e-01    3.0596e-01    2.5377e-01    3.2705e-01    2.4307e-01    4.2682e-01    6.6574e-02    1.1690e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.6057e+01    3.6136e+00    8.8984e+00    6.7636e-01    5.8090e+00    2.5274e+02    3.3818e-01    1.8688e-01    5.8849e-01    5.4880e+00    1.1500e+02    4.2808e-01    3.2305e-01    7.1147e-01    5.9497e+00    3.1312e+02    2.9012e-01    1.5967e-01    3.0473e-01    6.9527e-01    5.6736e-01    9.2052e-01    1.5701e-01    2.5474e-01    3.4249e-01    3.3949e-01    3.4379e-01    3.3606e-01    3.4464e-01    9.3000e-02    9.5373e-02    3.0361e-01    2.7221e-01    3.1640e-01    2.4565e-01    3.7348e-01    6.7980e-02    1.0335e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.7040e+01    3.5712e+00    8.4467e+00    7.6252e-01    6.6398e+00    2.3461e+02    3.6068e-01    2.2059e-01    6.6356e-01    6.6380e+00    1.1024e+02    4.5181e-01    3.7584e-01    8.0303e-01    6.6406e+00    2.9051e+02    3.1115e-01    1.8605e-01    3.1010e-01    6.8990e-01    6.4753e-01    1.0382e+00    1.8132e-01    2.9073e-01    3.8501e-01    3.7772e-01    3.8824e-01    3.7517e-01    4.0769e-01    1.0505e-01    1.1416e-01    3.8768e-01    3.4313e-01    4.0612e-01    3.3914e-01    5.0643e-01    9.4966e-02    1.4181e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.7963e+01    3.3743e+00    1.0140e+01    8.9036e-01    8.3930e+00    3.2631e+02    3.5935e-01    2.0459e-01    7.4843e-01    7.3483e+00    1.2741e+02    4.4707e-01    3.6578e-01    9.4326e-01    8.8287e+00    4.0926e+02    3.1564e-01    1.7744e-01    2.9433e-01    7.0567e-01    7.3526e-01    1.2722e+00    2.1790e-01    3.7702e-01    4.2377e-01    4.0669e-01    4.3069e-01    4.0457e-01    4.5320e-01    1.1990e-01    1.3431e-01    5.1347e-01    4.4994e-01    5.3775e-01    4.3858e-01    6.5260e-01    1.2998e-01    1.9340e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.8898e+01    3.3071e+00    1.0888e+01    8.2229e-01    9.5863e+00    3.7420e+02    3.5599e-01    2.0394e-01    6.9266e-01    8.4236e+00    1.4719e+02    4.4565e-01    3.6399e-01    8.6537e-01    1.0017e+01    4.5822e+02    3.1642e-01    1.7939e-01    2.7014e-01    7.2986e-01    6.9263e-01    1.1385e+00    2.0944e-01    3.4425e-01    4.5826e-01    4.2962e-01    4.6841e-01    4.2643e-01    5.0777e-01    1.2894e-01    1.5354e-01    4.7878e-01    4.1490e-01    5.0037e-01    4.2944e-01    6.2174e-01    1.2985e-01    1.8800e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.9904e+01    3.1781e+00    1.0620e+01    7.9085e-01    8.5864e+00    3.4909e+02    3.4466e-01    1.9741e-01    6.9396e-01    8.0882e+00    1.5196e+02    4.3456e-01    3.4737e-01    8.2062e-01    8.7526e+00    4.1483e+02    3.0891e-01    1.7423e-01    2.5008e-01    7.4992e-01    7.1941e-01    1.0309e+00    2.2637e-01    3.2437e-01    4.2291e-01    4.1343e-01    4.2602e-01    4.1388e-01    4.2013e-01    1.3023e-01    1.3220e-01    4.0348e-01    3.6378e-01    4.1588e-01    3.8155e-01    4.7230e-01    1.2006e-01    1.4861e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.1022e+01    3.0657e+00    9.0618e+00    6.6519e-01    7.2294e+00    2.5897e+02    3.5045e-01    2.1824e-01    6.0526e-01    7.3002e+00    1.3059e+02    4.3922e-01    3.5856e-01    6.8475e-01    7.2049e+00    3.0350e+02    3.1384e-01    1.9185e-01    2.5753e-01    7.4247e-01    5.9758e-01    8.0146e-01    1.9492e-01    2.6142e-01    3.9066e-01    3.9187e-01    3.9023e-01    3.9844e-01    3.8321e-01    1.2997e-01    1.2500e-01    3.0102e-01    2.8136e-01    3.0754e-01    2.8567e-01    3.3552e-01    9.3180e-02    1.0944e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.2210e+01    2.9608e+00    7.9939e+00    6.1971e-01    5.5555e+00    2.0202e+02    3.4198e-01    2.1569e-01    5.6594e-01    5.7155e+00    1.0684e+02    4.2323e-01    3.4852e-01    6.3938e-01    5.4934e+00    2.3900e+02    3.0462e-01    1.8689e-01    2.7983e-01    7.2017e-01    5.6713e-01    7.4985e-01    1.9155e-01    2.5326e-01    3.5264e-01    3.5650e-01    3.5113e-01    3.6148e-01    3.4610e-01    1.2209e-01    1.1690e-01    2.5737e-01    2.3813e-01    2.6447e-01    2.4616e-01    3.0426e-01    8.3140e-02    1.0276e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.3357e+01    2.9198e+00    7.5938e+00    6.2383e-01    5.3841e+00    1.9010e+02    3.5727e-01    2.2071e-01    5.6852e-01    5.6745e+00    9.8496e+01    4.4423e-01    3.6553e-01    6.4604e-01    5.2599e+00    2.2927e+02    3.1279e-01    1.8661e-01    2.9954e-01    7.0046e-01    5.6711e-01    7.7896e-01    1.9423e-01    2.6678e-01    3.5155e-01    3.6014e-01    3.4782e-01    3.6300e-01    3.3099e-01    1.2432e-01    1.1336e-01    2.5332e-01    2.4203e-01    2.5799e-01    2.5050e-01    2.8467e-01    8.5792e-02    9.7498e-02    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.4304e+01    2.9870e+00    8.2569e+00    6.7003e-01    5.9595e+00    2.2107e+02    3.6895e-01    2.1233e-01    5.7378e-01    5.7513e+00    1.0105e+02    4.5450e-01    3.6272e-01    7.0766e-01    6.0496e+00    2.7304e+02    3.2500e-01    1.8138e-01    3.0217e-01    6.9783e-01    5.6839e-01    9.9163e-01    1.9029e-01    3.3198e-01    3.6323e-01    3.6560e-01    3.6220e-01    3.6217e-01    3.4875e-01    1.2125e-01    1.1676e-01    2.8623e-01    2.5146e-01    3.0004e-01    2.5088e-01    3.5925e-01    8.3991e-02    1.2027e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5148e+01    2.8909e+00    9.3799e+00    7.5591e-01    5.6864e+00    2.8391e+02    3.5393e-01    1.6687e-01    6.2539e-01    5.3902e+00    1.0990e+02    4.4240e-01    3.2906e-01    8.0312e-01    5.8074e+00    3.5494e+02    3.1066e-01    1.4061e-01    2.8990e-01    7.1010e-01    6.1598e-01    1.2754e+00    2.1308e-01    4.4117e-01    3.5349e-01    3.5317e-01    3.5361e-01    3.5374e-01    3.5434e-01    1.2237e-01    1.2257e-01    3.1639e-01    2.7027e-01    3.3339e-01    2.6389e-01    4.8961e-01    9.1285e-02    1.6937e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5995e+01    2.8607e+00    1.0234e+01    7.8307e-01    6.8902e+00    3.3160e+02    3.5858e-01    1.7204e-01    6.5674e-01    6.4003e+00    1.2017e+02    4.5196e-01    3.4753e-01    8.2713e-01    7.0812e+00    4.1406e+02    3.1474e-01    1.4604e-01    2.8059e-01    7.1941e-01    6.4991e-01    1.2104e+00    2.2719e-01    4.2313e-01    3.8030e-01    3.7659e-01    3.8174e-01    3.7861e-01    3.9737e-01    1.3235e-01    1.3891e-01    3.8103e-01    3.1995e-01    4.0235e-01    3.2088e-01    5.7535e-01    1.1217e-01    2.0112e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.6911e+01    2.7328e+00    9.9628e+00    7.3868e-01    7.9649e+00    3.1625e+02    3.6296e-01    2.0118e-01    6.3976e-01    7.4125e+00    1.2611e+02    4.5895e-01    3.7019e-01    7.7136e-01    8.1647e+00    3.8506e+02    3.2122e-01    1.7494e-01    2.6573e-01    7.3427e-01    6.3317e-01    1.0162e+00    2.3169e-01    3.7185e-01    4.1047e-01    4.0398e-01    4.1279e-01    4.0304e-01    4.3096e-01    1.4748e-01    1.5770e-01    3.9877e-01    3.4985e-01    4.1505e-01    3.5447e-01    5.0787e-01    1.2971e-01    1.8584e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.7959e+01    2.5679e+00    9.0646e+00    7.0401e-01    7.5260e+00    2.5868e+02    3.6786e-01    2.2537e-01    6.2852e-01    7.6593e+00    1.1974e+02    4.6525e-01    3.9012e-01    7.2756e-01    7.4813e+00    3.0524e+02    3.2883e-01    1.9685e-01    2.5101e-01    7.4899e-01    6.1624e-01    9.0644e-01    2.3998e-01    3.5299e-01    4.2332e-01    4.2459e-01    4.2289e-01    4.2098e-01    4.1403e-01    1.6394e-01    1.6123e-01    3.5713e-01    3.2544e-01    3.6714e-01    3.1103e-01    4.1912e-01    1.2112e-01    1.6322e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.8986e+01    2.3535e+00    9.1846e+00    7.6984e-01    8.7310e+00    2.6405e+02    3.8036e-01    2.4849e-01    6.7870e-01    9.3755e+00    1.1729e+02    4.8078e-01    4.4424e-01    7.9775e-01    8.5175e+00    3.1268e+02    3.4062e-01    2.1408e-01    2.4888e-01    7.5112e-01    6.7650e-01    1.0818e+00    2.8745e-01    4.5964e-01    4.5777e-01    4.5821e-01    4.5762e-01    4.5501e-01    4.6254e-01    1.9333e-01    1.9653e-01    4.3972e-01    3.9097e-01    4.5472e-01    3.8848e-01    6.0300e-01    1.6507e-01    2.5622e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.0039e+01    2.3165e+00    9.5669e+00    7.2663e-01    8.6514e+00    2.8889e+02    3.7662e-01    2.3046e-01    6.3222e-01    8.5529e+00    1.2463e+02    4.7139e-01    4.0697e-01    7.5356e-01    8.6820e+00    3.3992e+02    3.4187e-01    2.0345e-01    2.3703e-01    7.6297e-01    6.2092e-01    9.9861e-01    2.6805e-01    4.3109e-01    4.4248e-01    4.4804e-01    4.4075e-01    4.4491e-01    4.1902e-01    1.9206e-01    1.8089e-01    3.6318e-01    3.3161e-01    3.7244e-01    3.1681e-01    4.2600e-01    1.3676e-01    1.8390e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.1182e+01    2.1482e+00    9.3345e+00    7.1426e-01    7.6575e+00    2.7318e+02    3.6130e-01    2.1894e-01    6.3872e-01    7.7531e+00    1.2287e+02    4.5787e-01    3.8688e-01    7.3445e-01    7.6302e+00    3.1617e+02    3.2850e-01    1.9441e-01    2.2241e-01    7.7759e-01    6.2539e-01    9.6624e-01    2.9112e-01    4.4979e-01    4.0759e-01    4.1306e-01    4.0601e-01    4.0933e-01    4.1305e-01    1.9054e-01    1.9228e-01    3.4702e-01    3.1358e-01    3.5601e-01    2.9819e-01    4.7090e-01    1.3881e-01    2.1921e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.2506e+01    1.9900e+00    8.7502e+00    6.8663e-01    7.0661e+00    2.4425e+02    3.6051e-01    2.2438e-01    6.1520e-01    7.1476e+00    1.1643e+02    4.5177e-01    3.8039e-01    7.0550e-01    7.0431e+00    2.8036e+02    3.3019e-01    2.0078e-01    2.2028e-01    7.7972e-01    5.9029e-01    8.9642e-01    2.9663e-01    4.5047e-01    3.8508e-01    3.9256e-01    3.8295e-01    3.8721e-01    3.6789e-01    1.9458e-01    1.8487e-01    3.1261e-01    2.9048e-01    3.1858e-01    2.6967e-01    3.6723e-01    1.3551e-01    1.8454e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.3854e+01    2.0355e+00    8.2604e+00    6.4151e-01    6.3334e+00    2.1592e+02    3.6226e-01    2.2680e-01    5.7687e-01    6.3310e+00    1.0241e+02    4.4919e-01    3.8202e-01    6.5995e-01    6.3341e+00    2.5052e+02    3.3126e-01    2.0182e-01    2.3360e-01    7.6640e-01    5.7746e-01    8.4151e-01    2.8370e-01    4.1342e-01    3.7097e-01    3.7578e-01    3.6949e-01    3.8333e-01    3.6530e-01    1.8832e-01    1.7947e-01    2.8369e-01    2.6323e-01    2.8964e-01    2.7213e-01    3.5481e-01    1.3369e-01    1.7431e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.5292e+01    2.1387e+00    7.6502e+00    6.3238e-01    6.1574e+00    1.8962e+02    3.6852e-01    2.4512e-01    5.7536e-01    6.0814e+00    9.5854e+01    4.5676e-01    3.8817e-01    6.5029e-01    6.1828e+00    2.2090e+02    3.3394e-01    2.1868e-01    2.5014e-01    7.4986e-01    5.6750e-01    7.7465e-01    2.6534e-01    3.6220e-01    3.6096e-01    3.6611e-01    3.5922e-01    3.6471e-01    3.5049e-01    1.7053e-01    1.6388e-01    2.6544e-01    2.5077e-01    2.7015e-01    2.4231e-01    2.9572e-01    1.1330e-01    1.3827e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.6657e+01    2.1520e+00    8.0926e+00    6.7842e-01    6.9253e+00    2.1087e+02    3.7157e-01    2.4722e-01    6.1094e-01    6.7230e+00    1.0309e+02    4.5799e-01    3.9473e-01    6.9891e-01    6.9909e+00    2.4583e+02    3.3884e-01    2.2141e-01    2.4490e-01    7.5510e-01    5.9877e-01    8.4902e-01    2.7824e-01    3.9452e-01    3.7988e-01    3.8642e-01    3.7773e-01    3.8689e-01    3.6983e-01    1.7978e-01    1.7186e-01    3.2074e-01    3.0288e-01    3.2632e-01    2.9813e-01    3.6691e-01    1.3853e-01    1.7050e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.7887e+01    2.0858e+00    8.5628e+00    6.6910e-01    6.5325e+00    2.3389e+02    3.6536e-01    2.1832e-01    5.8996e-01    6.4439e+00    1.0589e+02    4.5969e-01    3.7831e-01    6.9267e-01    6.5611e+00    2.7511e+02    3.2928e-01    1.9257e-01    2.4360e-01    7.5640e-01    5.8818e-01    8.5033e-01    2.8200e-01    4.0768e-01    3.7257e-01    3.7534e-01    3.7168e-01    3.7174e-01    3.4761e-01    1.7822e-01    1.6666e-01    2.8671e-01    2.6381e-01    2.9370e-01    2.5665e-01    3.1882e-01    1.2305e-01    1.5286e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.9115e+01    2.0237e+00    8.5111e+00    6.6099e-01    6.4818e+00    2.3053e+02    3.6316e-01    2.1946e-01    5.7622e-01    6.3323e+00    1.0398e+02    4.5353e-01    3.7850e-01    6.8563e-01    6.5291e+00    2.7056e+02    3.2946e-01    1.9441e-01    2.4027e-01    7.5973e-01    5.7264e-01    9.0230e-01    2.8296e-01    4.4586e-01    3.6867e-01    3.6885e-01    3.6862e-01    3.7001e-01    3.7093e-01    1.8284e-01    1.8329e-01    3.0232e-01    2.7121e-01    3.1151e-01    2.7376e-01    3.8778e-01    1.3527e-01    1.9162e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.0370e+01    1.9442e+00    8.0702e+00    5.9209e-01    5.6325e+00    2.0665e+02    3.6264e-01    2.1418e-01    5.1740e-01    5.3164e+00    9.4883e+01    4.4800e-01    3.5910e-01    6.1376e-01    5.7322e+00    2.4189e+02    3.3120e-01    1.9158e-01    2.3970e-01    7.6030e-01    5.1513e-01    8.0724e-01    2.6496e-01    4.1520e-01    3.3752e-01    3.3579e-01    3.3806e-01    3.4049e-01    3.4209e-01    1.7513e-01    1.7595e-01    2.3885e-01    2.1260e-01    2.4655e-01    2.1908e-01    3.1104e-01    1.1269e-01    1.5998e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.1869e+01    1.8821e+00    6.6796e+00    5.2590e-01    4.5658e+00    1.4164e+02    3.7256e-01    2.4378e-01    4.7844e-01    4.6159e+00    7.2418e+01    4.6000e-01    3.8927e-01    5.4182e-01    4.5480e+00    1.6632e+02    3.3592e-01    2.1473e-01    2.6284e-01    7.3716e-01    4.6873e-01    6.5298e-01    2.4905e-01    3.4694e-01    3.1399e-01    3.1892e-01    3.1222e-01    3.1964e-01    2.9793e-01    1.6983e-01    1.5830e-01    1.9839e-01    1.8800e-01    2.0196e-01    1.8309e-01    2.1543e-01    9.7277e-02    1.1446e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.3650e+01    2.0120e+00    5.8131e+00    5.0613e-01    4.0025e+00    1.0797e+02    3.8731e-01    2.7045e-01    4.6342e-01    4.1924e+00    5.9254e+01    4.6979e-01    4.1436e-01    5.2271e-01    3.9244e+00    1.2802e+02    3.4771e-01    2.3462e-01    2.9162e-01    7.0838e-01    4.6354e-01    6.3447e-01    2.3039e-01    3.1535e-01    2.9749e-01    3.0581e-01    2.9399e-01    3.0561e-01    2.8665e-01    1.5189e-01    1.4247e-01    1.8382e-01    1.7462e-01    1.8748e-01    1.7881e-01    2.1791e-01    8.8874e-02    1.0831e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.5263e+01    2.1195e+00    6.7433e+00    6.0913e-01    4.4173e+00    1.5047e+02    3.6964e-01    2.2694e-01    5.3528e-01    4.2819e+00    7.3033e+01    4.5415e-01    3.6960e-01    6.3635e-01    4.4716e+00    1.8153e+02    3.2972e-01    1.9764e-01    2.8626e-01    7.1374e-01    5.3451e-01    8.1378e-01    2.5218e-01    3.8394e-01    3.1055e-01    3.1145e-01    3.1019e-01    3.1048e-01    3.1263e-01    1.4648e-01    1.4750e-01    2.3928e-01    2.1515e-01    2.4829e-01    2.1210e-01    2.9980e-01    1.0007e-01    1.4145e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.6650e+01    2.3122e+00    8.5377e+00    7.3039e-01    5.7496e+00    2.3773e+02    3.6042e-01    1.9475e-01    6.3972e-01    5.5322e+00    1.0252e+02    4.5452e-01    3.5050e-01    7.6048e-01    5.8281e+00    2.8656e+02    3.1970e-01    1.6901e-01    2.6532e-01    7.3468e-01    6.2250e-01    9.8289e-01    2.6923e-01    4.2510e-01    3.5029e-01    3.5121e-01    3.4995e-01    3.4498e-01    3.5253e-01    1.4920e-01    1.5247e-01    3.2292e-01    2.9281e-01    3.3312e-01    2.7521e-01    3.9760e-01    1.1903e-01    1.7196e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.7823e+01    2.1361e+00    1.0342e+01    8.1903e-01    7.7961e+00    3.3512e+02    3.5772e-01    1.8873e-01    7.0250e-01    7.6684e+00    1.3196e+02    4.6088e-01    3.6753e-01    8.5092e-01    7.8345e+00    3.9614e+02    3.2033e-01    1.6512e-01    2.3094e-01    7.6906e-01    6.9775e-01    1.1330e+00    3.2664e-01    5.3038e-01    4.1427e-01    4.0779e-01    4.1620e-01    4.0516e-01    4.4061e-01    1.8967e-01    2.0626e-01    4.3154e-01    3.6660e-01    4.4922e-01    3.6541e-01    6.1289e-01    1.7106e-01    2.8692e-01    
